词项,比重
综合司,0.608976310821509
创新,0.608976310821509
2035,0.608976310821509
监督,0.608976310821509
占,0.608976310821509
年底,0.608976310821509
20,0.608976310821509
亿立方米,0.608976310821509
柴油,0.608976310821509
亿千瓦时,0.608976310821509
处于,0.608976310821509
突破,0.608976310821509
全过程,0.608976310821509
法,0.608976310821509
气象,0.608976310821509
比例,0.608976310821509
屋顶,0.608976310821509
未能,0.608976310821509
国能,0.5480786797393581
碳中,0.5480786797393581
一是,0.5480786797393581
二是,0.5480786797393581
循环,0.5480786797393581
深层,0.5480786797393581
予以,0.5480786797393581
农林,0.5480786797393581
强化,0.5480786797393581
困难,0.5480786797393581
领域,0.5480786797393581
生活,0.5480786797393581
合作,0.5480786797393581
财政补贴,0.5480786797393581
需,0.5480786797393581
解决,0.5480786797393581
15,0.5480786797393581
单元,0.5480786797393581
办理,0.5480786797393581
交易,0.5480786797393581
内蒙古,0.5480786797393581
有机肥,0.5480786797393581
系统安全,0.5480786797393581
单个,0.5480786797393581
实时,0.5480786797393581
故障,0.5480786797393581
用地,0.5480786797393581
转型,0.48718104865720724
2030,0.48718104865720724
探索,0.48718104865720724
成本,0.48718104865720724
城镇,0.48718104865720724
过程,0.48718104865720724
战略,0.48718104865720724
制冷,0.48718104865720724
建议,0.48718104865720724
经营,0.48718104865720724
就近,0.48718104865720724
农业,0.48718104865720724
冷热,0.48718104865720724
金融,0.48718104865720724
时代,0.48718104865720724
十九,0.48718104865720724
国际,0.48718104865720724
碳,0.48718104865720724
发放,0.48718104865720724
应收,0.48718104865720724
未收,0.48718104865720724
金额,0.48718104865720724
自行,0.48718104865720724
利率,0.48718104865720724
制度,0.48718104865720724
利息,0.48718104865720724
增长,0.48718104865720724
减少,0.48718104865720724
流程,0.48718104865720724
抓紧,0.48718104865720724
审批,0.48718104865720724
本省,0.48718104865720724
省份,0.48718104865720724
竞争性,0.48718104865720724
亿元,0.48718104865720724
接网,0.48718104865720724
工程建设,0.48718104865720724
时期,0.48718104865720724
年产量,0.48718104865720724
专业化,0.48718104865720724
商业,0.48718104865720724
共建,0.48718104865720724
各项,0.48718104865720724
校核,0.48718104865720724
法律法规,0.48718104865720724
检修,0.48718104865720724
测风塔,0.48718104865720724
外推法,0.48718104865720724
机,0.48718104865720724
披露,0.48718104865720724
现,0.42628341757505633
应对,0.42628341757505633
气候变化,0.42628341757505633
控制,0.42628341757505633
三是,0.42628341757505633
关键技术,0.42628341757505633
改造,0.42628341757505633
改善,0.42628341757505633
有利于,0.42628341757505633
回灌,0.42628341757505633
污染,0.42628341757505633
用户,0.42628341757505633
统一,0.42628341757505633
成熟,0.42628341757505633
能源安全,0.42628341757505633
快速,0.42628341757505633
充分认识,0.42628341757505633
履行,0.42628341757505633
较大,0.42628341757505633
专用,0.42628341757505633
附加,0.42628341757505633
积极性,0.42628341757505633
总体,0.42628341757505633
做法,0.42628341757505633
公开,0.42628341757505633
指导思想,0.42628341757505633
勘查,0.42628341757505633
自然资源,0.42628341757505633
投产,0.42628341757505633
项目前期,0.42628341757505633
手续,0.42628341757505633
涉及,0.42628341757505633
定期,0.42628341757505633
环境保护,0.42628341757505633
会同,0.42628341757505633
督促,0.42628341757505633
协议,0.42628341757505633
预测,0.42628341757505633
现状,0.42628341757505633
尚未,0.42628341757505633
认证,0.42628341757505633
构建,0.42628341757505633
整县,0.42628341757505633
建立健全,0.42628341757505633
副局长,0.42628341757505633
集团,0.42628341757505633
月份,0.42628341757505633
报,0.42628341757505633
报告,0.42628341757505633
第八条,0.42628341757505633
滚动,0.42628341757505633
总装机,0.42628341757505633
场外,0.42628341757505633
百分点,0.42628341757505633
总院,0.42628341757505633
简称,0.36538578649290543
我局,0.36538578649290543
先进,0.36538578649290543
研发,0.36538578649290543
取暖,0.36538578649290543
增加,0.36538578649290543
侧,0.36538578649290543
煤炭,0.36538578649290543
县域,0.36538578649290543
工业,0.36538578649290543
养殖,0.36538578649290543
思想,0.36538578649290543
精神,0.36538578649290543
革命,0.36538578649290543
文明,0.36538578649290543
承诺,0.36538578649290543
合力,0.36538578649290543
压力,0.36538578649290543
材料,0.36538578649290543
还贷,0.36538578649290543
足额,0.36538578649290543
燃煤,0.36538578649290543
先行,0.36538578649290543
特别,0.36538578649290543
反馈,0.36538578649290543
010,0.36538578649290543
贯彻落实,0.36538578649290543
现代化,0.36538578649290543
一批,0.36538578649290543
化,0.36538578649290543
山东,0.36538578649290543
陕西,0.36538578649290543
实施方案,0.36538578649290543
阶段,0.36538578649290543
12,0.36538578649290543
配置,0.36538578649290543
仍,0.36538578649290543
存量,0.36538578649290543
快,0.36538578649290543
多元化,0.36538578649290543
制约,0.36538578649290543
低,0.36538578649290543
检测,0.36538578649290543
效率,0.36538578649290543
联供,0.36538578649290543
协同,0.36538578649290543
省部,0.36538578649290543
成员,0.36538578649290543
助力,0.36538578649290543
负责同志,0.36538578649290543
国家电网,0.36538578649290543
月底,0.36538578649290543
－,0.36538578649290543
累计,0.36538578649290543
月度,0.36538578649290543
第一条,0.36538578649290543
第二条,0.36538578649290543
第三条,0.36538578649290543
第四条,0.36538578649290543
防护,0.36538578649290543
第五条,0.36538578649290543
采集,0.36538578649290543
第六条,0.36538578649290543
曲线,0.36538578649290543
第七条,0.36538578649290543
第九条,0.36538578649290543
第十条,0.36538578649290543
第十一条,0.36538578649290543
第十二条,0.36538578649290543
第十三条,0.36538578649290543
第十四条,0.36538578649290543
解释,0.36538578649290543
之日起,0.36538578649290543
指出,0.36538578649290543
库,0.36538578649290543
可发,0.36538578649290543
缺陷,0.36538578649290543
机舱,0.36538578649290543
下达,0.36538578649290543
个省,0.36538578649290543
非水,0.36538578649290543
发新能,0.3044881554107545
理念,0.3044881554107545
大力发展,0.3044881554107545
重大项目,0.3044881554107545
经验,0.3044881554107545
给予,0.3044881554107545
分布,0.3044881554107545
均衡,0.3044881554107545
资源量,0.3044881554107545
适宜,0.3044881554107545
运营,0.3044881554107545
浅层,0.3044881554107545
源,0.3044881554107545
参与,0.3044881554107545
灵活,0.3044881554107545
加工,0.3044881554107545
升级,0.3044881554107545
一个,0.3044881554107545
站,0.3044881554107545
垃圾,0.3044881554107545
采暖,0.3044881554107545
热水,0.3044881554107545
供应,0.3044881554107545
发改,0.3044881554107545
党,0.3044881554107545
届,0.3044881554107545
三中,0.3044881554107545
四中,0.3044881554107545
五中全会,0.3044881554107545
举措,0.3044881554107545
缓解,0.3044881554107545
更好,0.3044881554107545
安排,0.3044881554107545
合规,0.3044881554107545
前提,0.3044881554107545
封闭,0.3044881554107545
自愿,0.3044881554107545
选择,0.3044881554107545
平价,0.3044881554107545
若干意见,0.3044881554107545
04,0.3044881554107545
传真,0.3044881554107545
总书记,0.3044881554107545
面积,0.3044881554107545
共享,0.3044881554107545
河南,0.3044881554107545
监督管理,0.3044881554107545
空间,0.3044881554107545
负荷,0.3044881554107545
有效期,0.3044881554107545
2019,0.3044881554107545
产业化,0.3044881554107545
产量,0.3044881554107545
燃气,0.3044881554107545
秸秆,0.3044881554107545
废弃物,0.3044881554107545
标准煤,0.3044881554107545
140,0.3044881554107545
80,0.3044881554107545
专栏,0.3044881554107545
多种,0.3044881554107545
畜禽,0.3044881554107545
中央,0.3044881554107545
示范县,0.3044881554107545
种植,0.3044881554107545
县,0.3044881554107545
江苏,0.3044881554107545
安徽,0.3044881554107545
甘肃,0.3044881554107545
小时,0.3044881554107545
选址,0.3044881554107545
政策措施,0.3044881554107545
06,0.3044881554107545
党组书记,0.3044881554107545
局长,0.3044881554107545
章,0.3044881554107545
建华,0.3044881554107545
出席会议,0.3044881554107545
讲话,0.3044881554107545
党组,0.3044881554107545
主持会议,0.3044881554107545
参加,0.3044881554107545
海上,0.3044881554107545
见,0.3044881554107545
南方电网,0.3044881554107545
704,0.3044881554107545
填报,0.3044881554107545
中华人民共和国,0.3044881554107545
型号,0.3044881554107545
状态,0.3044881554107545
网点,0.3044881554107545
整理,0.3044881554107545
导则,0.3044881554107545
红线,0.3044881554107545
试点工作,0.3044881554107545
外,0.3044881554107545
台风,0.3044881554107545
调试,0.3044881554107545
异议,0.3044881554107545
校验,0.3044881554107545
输电,0.3044881554107545
11,0.3044881554107545
原则上,0.3044881554107545
超出,0.3044881554107545
联合,0.3044881554107545
工作日内,0.3044881554107545
回收,0.3044881554107545
中国气象局,0.3044881554107545
任志武,0.3044881554107545
交流,0.3044881554107545
统计数据,0.3044881554107545
本导,0.3044881554107545
仅,0.3044881554107545
产业链,0.3044881554107545
近日,0.24359052432860362
近年来,0.24359052432860362
努力争取,0.24359052432860362
2060,0.24359052432860362
结构,0.24359052432860362
化石,0.24359052432860362
合理布局,0.24359052432860362
四是,0.24359052432860362
价格,0.24359052432860362
时应,0.24359052432860362
常规,0.24359052432860362
禀赋,0.24359052432860362
互补,0.24359052432860362
规划设计,0.24359052432860362
乡村,0.24359052432860362
城镇化,0.24359052432860362
采,0.24359052432860362
土壤,0.24359052432860362
宜,0.24359052432860362
特许,0.24359052432860362
综合利用,0.24359052432860362
转换,0.24359052432860362
降低,0.24359052432860362
使,0.24359052432860362
集中式,0.24359052432860362
上海,0.24359052432860362
支行,0.24359052432860362
特色,0.24359052432860362
社会主义,0.24359052432860362
二中,0.24359052432860362
现金流,0.24359052432860362
展期,0.24359052432860362
进度,0.24359052432860362
法治化,0.24359052432860362
清单,0.24359052432860362
所在,0.24359052432860362
证明,0.24359052432860362
额度,0.24359052432860362
沟通,0.24359052432860362
当年,0.24359052432860362
拨付,0.24359052432860362
账户,0.24359052432860362
核发,0.24359052432860362
证书,0.24359052432860362
交易市场,0.24359052432860362
收益,0.24359052432860362
征收,0.24359052432860362
拖欠,0.24359052432860362
主动,0.24359052432860362
转为,0.24359052432860362
增强,0.24359052432860362
责任感,0.24359052432860362
化解,0.24359052432860362
14,0.24359052432860362
形式,0.24359052432860362
13,0.24359052432860362
简化,0.24359052432860362
2025,0.24359052432860362
热田,0.24359052432860362
后续,0.24359052432860362
京津冀,0.24359052432860362
示范区,0.24359052432860362
程度,0.24359052432860362
环境影响,0.24359052432860362
典型,0.24359052432860362
案例,0.24359052432860362
带动,0.24359052432860362
力量,0.24359052432860362
登记,0.24359052432860362
论证,0.24359052432860362
取水,0.24359052432860362
检查,0.24359052432860362
比重,0.24359052432860362
调峰,0.24359052432860362
调节,0.24359052432860362
废止,0.24359052432860362
尽早,0.24359052432860362
项目管理,0.24359052432860362
局将,0.24359052432860362
关键时期,0.24359052432860362
面临,0.24359052432860362
估算,0.24359052432860362
世界,0.24359052432860362
200,0.24359052432860362
有机,0.24359052432860362
直燃,0.24359052432860362
30,0.24359052432860362
初期,0.24359052432860362
50,0.24359052432860362
120,0.24359052432860362
计,0.24359052432860362
粪便,0.24359052432860362
缺乏,0.24359052432860362
转化,0.24359052432860362
电,0.24359052432860362
粮食,0.24359052432860362
河北,0.24359052432860362
东北,0.24359052432860362
辽宁,0.24359052432860362
吉林,0.24359052432860362
浙江,0.24359052432860362
江西,0.24359052432860362
湖北,0.24359052432860362
湖南,0.24359052432860362
新疆,0.24359052432860362
北京,0.24359052432860362
配电网,0.24359052432860362
打造,0.24359052432860362
高地,0.24359052432860362
高度重视,0.24359052432860362
平均,0.24359052432860362
现将,0.24359052432860362
依托,0.24359052432860362
第一章,0.24359052432860362
监控,0.24359052432860362
第二章,0.24359052432860362
精度,0.24359052432860362
参数,0.24359052432860362
第三章,0.24359052432860362
统计表,0.24359052432860362
抽查,0.24359052432860362
准确性,0.24359052432860362
第四章,0.24359052432860362
第五章,0.24359052432860362
施行,0.24359052432860362
电源,0.24359052432860362
站点,0.24359052432860362
名单,0.24359052432860362
试点县,0.24359052432860362
偏差,0.24359052432860362
有限责任,0.24359052432860362
电力供应,0.24359052432860362
场内,0.24359052432860362
通道,0.24359052432860362
公式,0.24359052432860362
釆,0.24359052432860362
机法,0.24359052432860362
推算,0.24359052432860362
处,0.24359052432860362
风向,0.24359052432860362
指令,0.24359052432860362
为准,0.24359052432860362
准确,0.24359052432860362
线路,0.24359052432860362
整改,0.24359052432860362
修正,0.24359052432860362
第十五条,0.24359052432860362
机关,0.24359052432860362
竣工,0.24359052432860362
风能,0.24359052432860362
完整,0.24359052432860362
计算公式,0.24359052432860362
经济社会,0.24359052432860362
平稳,0.24359052432860362
山西省,0.24359052432860362
绛县,0.24359052432860362
同比,0.24359052432860362
视频会议,0.24359052432860362
减排,0.18269289324645271
二氧化碳,0.18269289324645271
科学,0.18269289324645271
充分发挥,0.18269289324645271
管理体系,0.18269289324645271
现有,0.18269289324645271
热力,0.18269289324645271
管网,0.18269289324645271
振兴,0.18269289324645271
期间,0.18269289324645271
可靠,0.18269289324645271
发展前景,0.18269289324645271
培育,0.18269289324645271
效应,0.18269289324645271
采灌,0.18269289324645271
水热,0.18269289324645271
热,0.18269289324645271
品位,0.18269289324645271
井下,0.18269289324645271
换热,0.18269289324645271
散煤,0.18269289324645271
地表水,0.18269289324645271
区块,0.18269289324645271
整体,0.18269289324645271
经营权,0.18269289324645271
高温,0.18269289324645271
热泵,0.18269289324645271
禁止,0.18269289324645271
含水层,0.18269289324645271
用于,0.18269289324645271
县城,0.18269289324645271
人口,0.18269289324645271
大气污染,0.18269289324645271
防治,0.18269289324645271
炉具,0.18269289324645271
管理模式,0.18269289324645271
以县,0.18269289324645271
终端,0.18269289324645271
竞争力,0.18269289324645271
实行,0.18269289324645271
经济性,0.18269289324645271
充分利用,0.18269289324645271
五是,0.18269289324645271
供,0.18269289324645271
副,0.18269289324645271
紧张,0.18269289324645271
支撑,0.18269289324645271
达峰,0.18269289324645271
未来,0.18269289324645271
预期,0.18269289324645271
审核,0.18269289324645271
具备条件,0.18269289324645271
既有,0.18269289324645271
充分考虑,0.18269289324645271
合同,0.18269289324645271
参考,0.18269289324645271
随意,0.18269289324645271
结合实际,0.18269289324645271
迫切,0.18269289324645271
起草,0.18269289324645271
日至,0.18269289324645271
各界人士,0.18269289324645271
宝贵意见,0.18269289324645271
电子邮件,0.18269289324645271
开放,0.18269289324645271
翻一番,0.18269289324645271
跨,0.18269289324645271
科学合理,0.18269289324645271
源热泵,0.18269289324645271
供冷,0.18269289324645271
稳妥,0.18269289324645271
山西,0.18269289324645271
调动,0.18269289324645271
装备,0.18269289324645271
西藏,0.18269289324645271
常态,0.18269289324645271
环评,0.18269289324645271
财政,0.18269289324645271
水利,0.18269289324645271
技术创新,0.18269289324645271
管理工作,0.18269289324645271
19,0.18269289324645271
25,0.18269289324645271
用电量,0.18269289324645271
保障机制,0.18269289324645271
长期,0.18269289324645271
输送,0.18269289324645271
时限,0.18269289324645271
建成投产,0.18269289324645271
剩余,0.18269289324645271
稳步,0.18269289324645271
程序,0.18269289324645271
方向,0.18269289324645271
营商,0.18269289324645271
减轻,0.18269289324645271
林业,0.18269289324645271
云,0.18269289324645271
建成,0.18269289324645271
稳步发展,0.18269289324645271
环境效益,0.18269289324645271
社会效益,0.18269289324645271
美国,0.18269289324645271
3000,0.18269289324645271
亿吨,0.18269289324645271
玉米,0.18269289324645271
作物,0.18269289324645271
纤维素,0.18269289324645271
污染物,0.18269289324645271
立足于,0.18269289324645271
优势,0.18269289324645271
气,0.18269289324645271
梯级,0.18269289324645271
5800,0.18269289324645271
600,0.18269289324645271
400,0.18269289324645271
序号,0.18269289324645271
黑龙江,0.18269289324645271
广西,0.18269289324645271
重庆,0.18269289324645271
四川,0.18269289324645271
广东,0.18269289324645271
㎎,0.18269289324645271
m3,0.18269289324645271
转向,0.18269289324645271
贵州,0.18269289324645271
木薯,0.18269289324645271
交通,0.18269289324645271
国家有关,0.18269289324645271
公平,0.18269289324645271
积极支持,0.18269289324645271
1200,0.18269289324645271
预计,0.18269289324645271
08,0.18269289324645271
通报,0.18269289324645271
青海省,0.18269289324645271
抓好,0.18269289324645271
总工程师,0.18269289324645271
附表,0.18269289324645271
全年,0.18269289324645271
汇总,0.18269289324645271
总则,0.18269289324645271
接受,0.18269289324645271
参照,0.18269289324645271
符合,0.18269289324645271
国,0.18269289324645271
台数,0.18269289324645271
工况,0.18269289324645271
选取,0.18269289324645271
弃,0.18269289324645271
按季,0.18269289324645271
遵循,0.18269289324645271
保密,0.18269289324645271
附则,0.18269289324645271
上半年,0.18269289324645271
普查,0.18269289324645271
能核,0.18269289324645271
尽核,0.18269289324645271
能开,0.18269289324645271
尽开,0.18269289324645271
列为,0.18269289324645271
切实,0.18269289324645271
记录,0.18269289324645271
多发,0.18269289324645271
满发,0.18269289324645271
有限公司,0.18269289324645271
供需,0.18269289324645271
同步,0.18269289324645271
所属,0.18269289324645271
实测,0.18269289324645271
10%,0.18269289324645271
地形,0.18269289324645271
地貌,0.18269289324645271
报表,0.18269289324645271
地震,0.18269289324645271
洪水,0.18269289324645271
法规,0.18269289324645271
实施细则,0.18269289324645271
条例,0.18269289324645271
投入,0.18269289324645271
第十六条,0.18269289324645271
依规,0.18269289324645271
电压,0.18269289324645271
等级,0.18269289324645271
千伏,0.18269289324645271
应于,0.18269289324645271
出具,0.18269289324645271
书面,0.18269289324645271
回复,0.18269289324645271
验收,0.18269289324645271
行业协会,0.18269289324645271
签署,0.18269289324645271
框架,0.18269289324645271
签约,0.18269289324645271
代表,0.18269289324645271
表,0.18269289324645271
排除,0.18269289324645271
约束,0.18269289324645271
5%,0.18269289324645271
提前,0.18269289324645271
开机,0.18269289324645271
辐照度,0.18269289324645271
用电,0.18269289324645271
网架,0.18269289324645271
02,0.18269289324645271
加大力度,0.18269289324645271
保护措施,0.18269289324645271
施工,0.18269289324645271
晋,0.18269289324645271
人民政府,0.18269289324645271
28,0.18269289324645271
号文,0.18269289324645271
29.4%,0.18269289324645271
万亿千瓦时,0.18269289324645271
零弃,0.18269289324645271
稳,0.18269289324645271
一揽子,0.18269289324645271
解读,0.12179526216430181
结构调整,0.12179526216430181
节能,0.12179526216430181
文件,0.12179526216430181
背景,0.12179526216430181
目的,0.12179526216430181
共识,0.12179526216430181
力争,0.12179526216430181
27,0.12179526216430181
统筹规划,0.12179526216430181
居民,0.12179526216430181
相结合,0.12179526216430181
一种,0.12179526216430181
储量,0.12179526216430181
新兴产业,0.12179526216430181
就业,0.12179526216430181
灌定,0.12179526216430181
分区,0.12179526216430181
推广应用,0.12179526216430181
资格,0.12179526216430181
含,0.12179526216430181
水源,0.12179526216430181
强,0.12179526216430181
民用,0.12179526216430181
大中型,0.12179526216430181
可不,0.12179526216430181
分散,0.12179526216430181
掺烧,0.12179526216430181
几种,0.12179526216430181
供暖系统,0.12179526216430181
特性,0.12179526216430181
覆盖,0.12179526216430181
266,0.12179526216430181
财政厅,0.12179526216430181
人民银行,0.12179526216430181
总部,0.12179526216430181
分行,0.12179526216430181
营业,0.12179526216430181
管理部,0.12179526216430181
首府,0.12179526216430181
各银,0.12179526216430181
保监局,0.12179526216430181
认真落实,0.12179526216430181
四个,0.12179526216430181
多方面,0.12179526216430181
任务艰巨,0.12179526216430181
采取措施,0.12179526216430181
良性,0.12179526216430181
对外,0.12179526216430181
庄重,0.12179526216430181
渡过难关,0.12179526216430181
或续,0.12179526216430181
贷,0.12179526216430181
短期,0.12179526216430181
偿付,0.12179526216430181
可控,0.12179526216430181
银企,0.12179526216430181
续贷,0.12179526216430181
还款,0.12179526216430181
期限,0.12179526216430181
增信,0.12179526216430181
手段,0.12179526216430181
上限,0.12179526216430181
凭证,0.12179526216430181
抵押,0.12179526216430181
下向,0.12179526216430181
开户银行,0.12179526216430181
年限,0.12179526216430181
行,0.12179526216430181
定点,0.12179526216430181
开户,0.12179526216430181
银行贷款,0.12179526216430181
安全性,0.12179526216430181
周转,0.12179526216430181
达成,0.12179526216430181
合作意向,0.12179526216430181
需在,0.12179526216430181
开设,0.12179526216430181
专户,0.12179526216430181
弥补,0.12179526216430181
分担,0.12179526216430181
偿还,0.12179526216430181
买卖,0.12179526216430181
大于,0.12179526216430181
利息支出,0.12179526216430181
留存,0.12179526216430181
保证,0.12179526216430181
资金来源,0.12179526216430181
缴纳,0.12179526216430181
设立,0.12179526216430181
减免,0.12179526216430181
选择性,0.12179526216430181
自备,0.12179526216430181
电厂,0.12179526216430181
