2021-12-01,08:12:00,08:12:00,13:11:00,16:04:00,18:17:00
2022-05-03,08:23:00,11:33:00,11:38:00,13:40:00
2022-05-05,08:23:00,20:51:00
2022-05-06,09:59:00,19:01:00
2022-05-07,07:41:00,18:14:00
2022-05-09,08:22:00,18:56:00
2022-05-10,07:59:00,14:19:00,16:18:00,19:12:00
2022-05-11,08:18:00,18:31:00
2022-05-12,08:20:00,19:43:00
2022-05-13,08:21:00,18:40:00
2022-05-14,08:25:00,15:12:00
2022-05-16,08:21:00,19:34:00
2022-05-17,08:14:00,18:51:00
2022-05-18,07:52:00,12:17:00,13:03:00,19:24:00
2022-05-19,08:11:00,20:03:00
2022-05-20,08:17:00,19:43:00
2022-05-23,08:25:00,19:15:00
2022-05-24,08:08:00,19:36:00
2022-05-25,08:13:00,17:52:00
2022-05-26,08:17:00,18:48:00
2022-05-27,08:11:00,18:47:08
2022-05-28,08:41:00,12:11:00,12:16:00,17:19:00
2022-05-30,08:23:00,12:06:00,12:43:00,20:48:00
2022-05-31,08:18:00,18:39:00
2022-06-01,08:15:00,11:50:00,13:04:00,19:56:19,20:21:00,20:38:00
