2020-03-13,07:29:00,17:35:00
2020-03-16,07:35:00,17:36:00
2020-03-17,07:28:00,17:35:00
2020-03-18,07:23:00,17:36:00
2020-03-19,07:34:00,17:32:00
2020-03-20,07:27:00,17:34:00
2020-03-23,07:27:00,17:43:00
2020-03-24,07:36:00,17:34:00
2020-03-25,07:36:00,17:35:00
2020-03-26,07:25:00,17:35:00
2020-03-27,07:27:00,17:33:00
2020-03-30,08:18:00,17:34:00
2020-03-31,07:23:00,17:34:00
2020-04-01,07:25:00,17:42:00
2020-04-02,07:26:00,10:06:00,11:24:00,17:42:00
2020-04-03,07:40:00,17:37:00
2020-04-07,07:20:00,17:35:00
2020-04-08,07:21:00,17:37:00
2020-04-09,07:34:00,17:33:00
2020-04-10,07:22:00,17:33:00
2020-04-13,07:41:00,17:33:00
2020-04-14,07:48:00,17:33:00
2020-04-15,07:31:00,17:32:00
2020-04-16,07:34:00,17:32:00
2020-04-17,07:38:00,17:32:00
2020-04-20,07:43:00,17:33:00
2020-04-21,07:38:00,12:17:00,13:38:00,17:35:00
2020-04-22,07:41:00,17:42:00
2020-04-23,07:36:00,17:35:00
2020-04-24,07:31:00,17:34:00
2020-04-26,07:37:00,17:35:00
2020-04-27,07:37:00,15:56:00,17:37:00
2020-04-28,07:38:00,15:07:00,16:08:00,17:36:00
2020-04-29,07:36:00,17:34:00
2020-04-30,07:38:00,17:31:00
2020-05-06,07:35:00,18:05:00
2020-05-07,07:42:00,17:31:00
2020-05-08,07:53:00,09:30:00,10:41:00,17:34:00
2020-05-09,07:34:00,17:34:00
2020-05-11,07:49:00,17:32:00
2020-05-12,07:38:00,17:30:00
2020-05-13,08:02:00,17:35:00
2020-05-14,07:45:00,17:32:00
2020-05-15,07:38:26,17:30:00
2020-05-18,07:48:00,15:50:00,16:30:00,17:32:00,17:32:00
2020-05-19,07:57:59,11:57:00,12:14:51,17:29:52
2020-05-20,07:46:04,16:08:00,17:17:00,17:30:00
2020-05-21,07:42:00,17:32:00
2020-05-22,07:47:00,17:32:00
2020-05-25,07:52:56,15:55:00,17:23:00,17:35:00
2020-05-26,07:55:39,17:31:00
2020-05-27,07:15:00,17:30:00
2020-05-28,07:39:00,15:31:00,15:35:00,17:32:00
2020-05-29,07:43:00,17:31:00
2020-06-01,07:56:09,17:45:00
2020-06-02,07:49:00,07:49:00,17:30:00,17:30:00
2020-06-03,08:03:00,17:33:00
2020-06-04,07:18:00,11:58:00,12:29:00,17:31:00
2020-06-05,07:47:00,17:31:00
2020-06-08,07:33:00,10:24:00,10:45:00,17:33:00
2020-06-09,07:37:00,17:32:00
2020-06-10,07:33:00,17:34:00
2020-06-11,07:22:00,17:30:00
2020-06-12,07:43:00,17:34:00
2020-06-15,07:32:00,09:01:00,09:03:00,17:31:00
2020-06-16,07:28:00,10:07:00,10:20:00,17:31:00
2020-06-17,07:56:00,17:31:00
2020-06-18,07:59:45,17:31:03
2020-06-19,07:36:00,09:32:00,09:45:00,17:31:00
2020-06-22,07:50:00,17:31:00
2020-06-23,07:34:00,17:31:00
2020-06-24,07:50:09,17:42:33
2020-06-28,07:50:00,17:33:00
2020-06-29,07:47:00,17:34:00
2020-06-30,07:33:00,17:34:00
2020-07-01,07:49:30,17:34:46
2020-07-02,07:42:26,17:35:00
2020-07-03,07:31:00,17:40:00
2020-07-06,07:30:00,17:40:00
2020-07-07,07:37:00,17:38:00
2020-07-08,07:35:00,17:34:00
2020-07-09,07:44:39,17:37:00
2020-07-10,07:47:00,12:07:00,12:27:00,17:37:00
2020-07-13,07:49:00,17:34:00
2020-07-14,07:25:00,18:38:00
2020-07-15,07:27:00,17:32:00
2020-07-16,07:48:20,17:31:00
2020-07-17,07:28:00,17:34:00
2020-07-20,07:41:00,17:33:00
2020-07-21,07:25:00,17:32:00
2020-07-22,07:26:00,17:33:00
2020-07-23,07:46:38,17:31:00
2020-07-24,07:39:00,17:34:00,20:12:00,20:15:00
2020-07-27,07:31:00,17:34:00
2020-07-28,07:26:00,17:40:00
2020-07-29,07:27:00,17:36:00
2020-07-30,07:55:58,12:11:00,12:21:00,17:34:00
2020-07-31,07:57:00,17:31:00
2020-08-03,07:48:00,10:37:00,10:44:00,17:32:00
2020-08-04,07:30:00,18:04:00
2020-08-05,07:32:00,14:47:00,15:06:00,17:32:00
2020-08-06,07:56:31,17:31:00
2020-08-07,07:57:27,17:45:00
2020-08-10,07:26:00,17:30:00
2020-08-11,07:30:00,17:30:00
2020-08-12,07:25:00,17:30:00
2020-08-13,10:17:00,17:32:00
2020-08-14,07:59:00,17:43:00
2020-08-17,07:33:00,08:46:00,11:13:00,17:30:00
2020-08-18,07:31:00,12:17:00,12:21:00,12:23:00,12:45:00,17:33:00
2020-08-19,07:19:00,08:16:00,10:33:00,15:35:00,16:06:00,17:36:00
2020-08-20,07:52:21,17:31:00
2020-08-21,07:18:00,17:42:00
2020-08-24,07:59:00,17:34:00
2020-08-25,07:46:00,17:35:00
2020-08-26,07:35:00,17:35:00
2020-08-27,07:59:00,07:59:00,17:32:00
2020-08-28,07:57:00,17:33:00
2020-08-31,07:29:00,17:33:00
2020-09-01,07:57:00,17:37:00
2020-09-02,07:50:00,17:33:00
2020-09-03,08:06:00,08:06:00,17:35:00
2020-09-04,07:52:00,17:32:00
2020-09-07,07:25:00,17:31:00
2020-09-08,07:48:00,17:31:00
2020-09-09,07:55:00,15:50:00,15:55:00,17:31:00
2020-09-10,07:21:00,08:35:00,08:40:00,17:31:00
2020-09-11,07:12:00,12:15:00,12:30:00,17:31:00
2020-09-14,07:25:00,10:29:00,11:56:00,17:31:00
2020-09-15,07:20:00,17:31:00
2020-09-16,07:31:00,17:32:00
2020-09-17,07:13:00,17:31:00,17:39:00,17:42:00
2020-09-18,07:06:00,17:31:00
2020-09-21,07:51:00,17:31:00
2020-09-22,08:17:00,17:32:00
2020-09-23,08:02:00,17:35:00
2020-09-24,07:25:00,17:31:00
2020-09-25,07:19:00,16:29:00
2020-09-27,09:58:00,17:33:00
2020-09-28,07:51:00,12:18:00,12:31:00,17:31:00
2020-09-29,07:25:00,12:08:00
2020-10-09,07:26:00,17:31:00
2020-10-10,06:55:00,12:01:00,13:12:00,17:37:00
2020-10-12,07:31:00,17:30:00
2020-10-13,07:46:00,17:32:00
2020-10-14,08:03:00,08:03:00,12:15:00,12:36:00,17:31:00
2020-10-15,07:35:00,18:37:00
2020-10-16,07:31:00,17:59:00
2020-10-19,07:26:00,17:31:00
2020-10-20,07:40:00,17:31:00
2020-10-21,07:33:00,17:31:00
2020-10-22,07:43:00,17:31:00
2020-10-23,08:13:59,17:31:00
2020-10-26,07:25:00,11:59:00,12:56:00,17:31:00
2020-10-27,07:43:00,17:31:00
2020-10-28,07:33:00,17:33:00
2020-10-29,07:40:00,17:31:00
2020-10-30,07:17:20,17:31:00
2020-11-02,07:20:00,17:32:00
2020-11-03,07:31:00,14:33:00,15:54:00,17:31:00
2020-11-04,07:32:00,17:31:00
2020-11-05,07:31:00,17:31:00
2020-11-06,07:42:00,08:26:00,09:59:00,17:30:00
2020-11-09,07:46:00,17:30:00
2020-11-10,07:54:49,17:31:00
2020-11-11,07:35:00,17:31:00
2020-11-12,07:49:29,17:32:00
2020-11-13,06:48:00,17:31:00
2020-11-16,07:52:00,17:32:00
2020-11-17,07:35:00,17:31:00
2020-11-18,07:55:00,17:31:00
2020-11-19,07:45:00,17:30:00
2020-11-20,06:43:00,17:31:00
2020-11-23,07:32:00,17:31:00
2020-11-24,07:25:00,17:34:00
2020-11-25,07:16:00,17:41:00
2020-11-26,07:19:00,17:31:00
2020-11-27,07:32:00,17:30:00
2020-11-30,07:26:00,17:30:00
