2020-05-09,07:14:48,10:41:00,13:05:00,17:30:00
2020-05-10,11:03:40,14:09:00
2020-05-11,07:13:40
2020-05-13,17:54:00
2020-05-14,07:12:17,17:40:00
2020-05-15,07:17:16,15:12:28,16:13:21,17:51:00
2020-05-16,09:05:00,13:04:00,13:27:00,17:53:00
2020-05-18,07:15:21,17:34:00
2020-05-19,07:14:37,15:44:00,16:02:00,19:12:00
2020-05-20,07:14:44,17:30:00
2020-05-21,07:14:00,18:44:00
2020-05-22,07:12:34,18:44:51
2020-05-23,07:14:02,12:23:15,16:45:00,19:16:00
2020-05-25,07:21:25,16:41:00,17:09:26,17:44:00
2020-05-26,07:21:49,17:37:09
2020-05-27,07:11:51,19:12:19
2020-05-28,07:16:50,15:31:00,16:28:23,21:36:10
2020-05-29,07:13:58,15:45:00,16:22:03,18:03:00
2020-06-01,07:12:35,17:41:00
2020-06-02,07:14:19,17:39:00
2020-06-03,07:21:27,17:49:00
2020-06-04,07:12:14,09:16:00,12:35:00,17:31:58
2020-06-05,07:12:05,17:56:00
2020-06-08,07:12:53,07:13:15,07:15:02,07:15:03,17:42:00
2020-06-09,07:21:41,17:57:00
2020-06-10,07:10:06
2020-06-12,18:11:47
2020-06-14,08:30:00,10:05:00,10:23:04,17:32:00
2020-06-15,07:20:42,17:48:00
2020-06-16,07:11:52,19:10:00
2020-06-17,07:14:22,17:32:00
2020-06-18,07:22:20,17:06:33
2020-06-19,07:10:35,17:50:00
2020-06-22,07:13:09,17:34:35
2020-06-23,07:13:44,17:37:00
2020-06-24,07:17:54,18:15:00
2020-06-28,07:13:35,17:33:49
2020-06-29,07:26:41,17:36:57
2020-06-30,07:20:42,17:48:00
2020-07-01,07:16:34,21:14:19
2020-07-02,07:17:37,17:48:00
2020-07-03,07:15:17,17:59:00
2020-07-06,07:20:25,12:55:00
2020-07-09,07:13:13,18:56:00
2020-07-10,07:16:53,17:39:00
2020-07-12,08:26:00,10:59:00,11:31:00,17:10:00
2020-07-13,07:15:09,10:50:00,11:12:00,17:36:20
2020-07-14,07:22:05
2020-08-05,07:19:08,17:33:00
2020-08-06,07:20:00,17:49:00
2020-08-07,07:24:59,17:46:00
2020-08-08,08:55:00,13:19:00,14:49:00,17:06:00
2020-08-10,07:23:55,16:22:00,16:38:00,17:43:00
2020-08-11,07:22:05,10:53:00,14:28:00
2020-09-02,07:13:00,15:04:00,15:32:00,17:41:00
2020-09-03,07:18:22,17:34:00
2020-09-04,07:17:33,23:26:13
2020-09-05,09:56:00,11:08:00
2020-09-07,09:37:39,17:56:00
2020-09-08,07:17:28,14:25:38,15:33:53,17:53:00
2020-09-09,07:22:48,17:36:00
2020-09-10,07:19:54,09:38:00,10:35:45,17:32:00
2020-09-11,07:20:44,10:29:00,10:52:08,13:47:00
2020-09-24,17:05:00
2020-09-25,07:14:52,16:27:00
2020-09-26,08:49:00,08:49:00,08:49:00,10:17:00,11:06:00,15:23:00,15:31:00,17:14:00
2020-09-27,07:20:28,17:03:00
2020-09-28,07:31:10,17:32:00
2020-09-29,07:47:12,17:35:00
2020-09-30,07:20:32,14:15:00,15:05:00,17:35:00
2020-10-01,07:53:00,08:01:00
2020-10-05,10:45:00,14:16:00
2020-10-07,10:39:24,12:58:58
2020-10-09,07:22:08,17:35:00
2020-10-10,07:27:24,17:36:00
2020-10-12,07:19:37,17:42:00
2020-10-13,08:49:38,14:05:02,14:48:35,17:48:00
2020-10-14,07:15:16,17:31:52
2020-10-15,07:23:01,17:34:00
2020-10-16,07:47:53,17:51:00
2020-10-17,08:51:00,14:15:00,14:55:00,16:57:00
2020-10-19,07:35:12,17:36:00
2020-10-20,07:21:32,17:32:00,17:32:00
2020-10-21,07:14:38,18:32:00
2020-10-22,07:18:00,08:25:00,10:21:17,17:36:00
2020-10-23,07:19:46,10:22:00,12:11:37,17:44:00
2020-10-25,14:08:02,14:28:22
2020-10-26,07:25:52,17:32:00
2020-10-27,07:24:40,17:34:00
2020-10-28,07:22:47,12:34:00
2020-10-30,14:28:14,17:45:00
2020-11-02,07:16:54,15:31:00,15:43:00,18:15:00
2020-11-03,07:21:04,15:43:00,16:50:17,17:31:00
2020-11-04,07:28:39,16:00:00,17:53:00
2020-11-05,07:27:08,17:40:18
2020-11-06,07:21:17,14:51:00,15:05:00,17:40:00
2020-11-09,07:23:07,17:35:00
2020-11-10,07:27:59,17:35:00
2020-11-11,07:25:42,17:33:00
2020-11-12,07:27:47,15:18:00,16:33:10,17:32:03
2020-11-13,07:29:16,17:41:00
2020-11-16,07:31:24,17:32:00
2020-11-17,07:23:00,16:40:00,17:13:22,17:39:00
2020-11-18,07:26:02,17:31:00
2020-11-19,07:28:02,10:02:00,10:37:00,11:08:00,11:55:07,17:33:00
2020-11-20,07:20:57,17:57:00
2020-11-23,07:21:00,07:45:36,07:58:00,17:39:00
2020-11-24,07:42:13,15:20:00,16:23:52,17:34:00,19:02:00,19:08:00
2020-11-25,07:15:20,17:33:00
2020-11-26,07:27:45,15:42:30,17:31:24
2020-11-27,07:23:00,09:45:00,10:36:00,11:03:00,12:47:53,12:48:03,17:49:00
2020-11-28,08:53:00,10:45:00,12:01:00,13:39:00,14:47:43,17:06:00
2020-11-30,07:28:15,17:33:02
